CASE;SERIAL;REF;QUESTNNR;MODE;AS05_01;AS05_02;AS05_03;AS05_04;AS05_05;AS05_06;AS05_07;AS05_08;AS05_09;AS05_10;AS05_11;AS05_12;AS05_13;AS05_14;AS05_15;AS05_16;AS05_17;AS05_18;AS05_19;AS05_20;AS05_21;AS05_22;AS05_23;AS05_24;AS05_25;AS05_26;AS05_27;AS05_28;AS05_29;AS05_30;AS05_31;AS05_32;AS05_33;AS05_34;AS05_35;AS05_36;AS05_37;AS05_38;AS05_39;AS05_40;AS05_41;AS05_42;AS05_43;AS05_44;AS05_45;AS05_46;AS05_47;AS05_48;AS05_49;WJ01_01;WJ01_02;WJ01_03;WJ01_04;WJ01_05;WJ01_06;WJ01_07;WJ01_08;WJ01_09;WJ01_10;WJ01_11;WJ01_12;WJ01_13;WJ01_14;WJ01_15;WJ01_16;WJ01_17;WJ01_18;WJ01_19;WJ01_20;CM01_01;CM01_02;CM01_03;CM01_04;CM01_05;CM01_06;CM01_07;CM01_08;CM01_09;CM01_10;CM01_11;CM01_12;CN04_01;CN04_02;CN04_03;CN04_04;CN04_05;CN04_06;CN04_07;CN04_08;CN04_09;RW01_01;RW01_02;RW01_03;RW01_04;RW01_05;RW01_06;RW01_07;RW01_08;RW01_09;RW01_10;RW01_11;RW01_12;SD02;SD04;SD05_01;SD06;SD08;SD09;JW01_01;JW01_02;JW01_03;JW01_04;JW01_05;JW01_06;JW02_07;JW02_08;JW02_09;JW02_10;JW02_11;JW02_12;JW02_13;NI01_01;NI01_02;NI01_03;NI01_04;NI01_05;NI01_06;NI01_07;NI01_08;NI01_09;NI01_10;NI01_11;NI01_12;NI01_13;NI01_14;NI01_15;NI01_16;DO01_01;DO01_02;DO01_03;DO01_04;DO01_05;DO01_06;DO01_07;DO01_08;DO01_09;DO01_10;DO01_11;DO01_12;DO01_13;DO01_14;DO01_15;DO01_16;SE01_01;SE01_02;SE01_03;SE01_04;SE02_01;SE02_02;SE02_03;SE02_04;SE03_01;SE03_02;SE03_03;SE03_04;SE04_01;SE04_02;SE04_03;SE04_04;SE05_01;SE05_02;SE05_03;SE05_04;SE06_01;SE06_02;SE06_03;SE06_04;SE07_01;SE07_02;SE07_03;SE07_04;SE08_01;SE08_02;SE08_03;SE08_04;SE09_01;SE09_02;SE09_03;SE09_04;SE10_01;SE10_02;SE10_03;SE10_04;SE11_01;SE11_02;SE11_03;SE11_04;ST01;RS01_01;RS01_02;RS01_03;RS01_04;RS01_05;RS01_06;RS01_07;RS01_08;RS01_09;RS01_10;RS02_01;RS02_02;RS02_03;RS02_04;RS02_05;RS02_06;RS02_07;RS02_08;RS02_09;RS02_10;RS03_01;RS03_02;RS03_03;RS03_04;RS03_05;RS03_06;RS03_07;RS03_08;RS03_09;RS03_10;RS04_01;RS04_02;RS04_03;RS04_04;RS04_05;RS04_06;RS04_07;RS04_08;RS04_09;RS04_10;RS05_01;RS05_02;RS05_03;RS05_04;RS05_05;RS05_06;RS05_07;RS05_08;RS05_09;RS05_10;RS06_01;RS06_02;RS06_03;RS06_04;RS06_05;RS06_06;RS06_07;RS06_08;RS06_09;RS06_10;RS07_01;RS07_02;RS07_03;RS07_04;RS07_05;RS07_06;RS07_07;RS07_08;RS07_09;RS07_10;RS08_01;RS08_02;RS08_03;RS08_04;RS08_05;RS08_06;RS08_07;RS08_08;RS08_09;RS08_10;TI01_01;TI01_02;TI01_03;TI01_04;TI01_05;TI01_06;TI01_07;TI01_08;TI01_09;TI01_10;GS01_01;GS01_02;GS01_03;GS01_04;GS01_05;GS01_06;GS01_07;GS01_08;GS01_09;GS01_10;GS01_11;GS01_12;GS01_13;GS01_14;GS01_15;GS01_16;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME020;TIME021;TIME022;TIME023;TIME024;TIME025;TIME026;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE
404; ; ;as1_122012;interview;5;6;7;6;6;5;2;7;5;2;1;2;5;1;2;2;1;1;1;1;5;3;5;5;5;3;4;3;4;4;3;6;2;1;2;4;2;4;6;6;3;5;6;2;2;2;2;4;4;6;3;6;4;5;5;7;4;5;5;6;5;5;6;5;5;5;7;6;5;7;5;5;5;4;3;2;4;4;4;5;3;1;1;1;1;4;1;4;3;1;1;2;5;3;5;4;5;5;7;3;1;6;2;6;3;2;1;3;1;5;2;1;1;1;2;2;2;2;2;2;2;4;4;3;2;3;1;1;3;2;2;1;5;1;1;2;4;6;5;2;1;2;2;2;1;2;6;6;6;5;6;6;6;4;1;5;1;3;1;3;4;5;2;4;2;2;4;2;5;4;2;3;5;1;3;3;4;2;2;5;4;5;3;2;4;2;4;5;1;5;1;3;1;2;4;4;1;1;2;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;1;2;1;2;2;1;2;1;1;2;1;2;1;2;2;2;2;2;2;1;1;2;1;2;1;2;1;2;2;1;1;2;1;1;2;2;2;2;2;1;1;2;1;1;1;1;2;2;1;1;1;2;1;2;1;2;2;1;2;1;2;2;2;1;2;5;3;5;5;5;5;5;4;4;4;3;7;3;6;6;2;2;6;7;6;2;7;7;7;7;7;588;27;77;115;70;114;74;226;126;591;630;61;101;149;146;106;98;87;119;52;286;36;37;69;2974;1;26;26;0;0;0;3;3
405; ; ;as1_122012;interview;7;1;6;7;6;1;2;6;1;1;6;1;7;1;6;7;2;3;5;6;1;4;1;4;1;1;7;4;1;7;7;4;7;4;1;7;7;2;3;1;7;3;1;7;7;3;3;7;2;4;5;4;4;4;3;4;4;3;5;4;4;5;5;5;4;6;2;3;4;6;5;5;6;6;4;3;1;5;6;5;4;6;6;6;6;7;5;6;7;5;5;5;4;5;4;4;5;5;4;4;2;6;2;6;5;1;1;1;4;5;3;1;2;1;4;4;4;4;3;3;2;7;7;7;7;7;2;6;5;7;6;6;4;3;3;6;6;2;4;5;5;3;5;6;6;7;1;2;1;1;7;4;5;3;2;5;1;3;2;4;4;4;4;4;2;3;4;2;4;4;2;4;4;5;1;5;2;1;3;5;5;3;4;1;1;3;4;4;2;2;5;2;4;5;1;2;5;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1;2;1;1;2;1;1;1;2;2;2;1;2;1;2;1;1;2;2;1;2;1;2;1;2;2;2;1;2;1;2;6;7;6;3;4;2;1;2;2;3;1;6;5;2;6;7;2;7;3;2;6;3;6;2;5;2;3;49;101;31;46;48;38;29;48;30;54;213;109;50;43;62;52;92;57;73;87;175;49;19;28;1507;1;26;26;0;0;0;37;37
406; ; ;as1_122012;interview;6;4;5;6;4;3;1;4;4;2;5;1;5;2;5;5;5;2;5;5;2;1;3;6;2;1;5;1;1;3;3;6;6;7;3;5;6;5;4;3;3;4;2;6;6;5;5;5;4;5;5;5;6;5;5;6;6;5;6;5;6;6;6;6;6;5;4;5;5;6;6;6;6;3;5;5;3;5;5;5;5;4;3;4;5;5;5;3;4;3;5;5;5;4;6;6;6;6;6;6;5;5;2;6;3;2;1;3;3;4;3;1;4;4;3;5;5;4;5;5;5;6;4;6;4;5;1;6;4;4;5;4;4;5;1;6;4;7;3;1;1;3;1;3;1;5;5;6;7;6;7;7;6;1;3;5;3;4;2;3;4;1;2;4;3;1;2;3;3;1;1;3;5;1;2;4;4;2;1;4;5;2;3;2;3;1;4;4;3;5;1;5;1;4;3;4;1;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;2;1;2;1;2;1;1;4;3;7;2;6;5;6;2;5;5;5;6;7;2;6;5;6;1;6;5;6;1;6;5;6;4;29;106;61;48;67;63;66;52;279;92;103;439;73;113;109;126;104;106;107;102;42;259;83;52;54;2565;1;26;26;0;0;0;2;2
407; ; ;as1_122012;interview;6;1;7;1;4;4;1;7;1;1;3;1;7;1;2;4;2;1;1;2;2;2;4;4;2;1;2;1;3;2;1;7;3;2;1;7;5;2;6;2;1;6;2;4;4;1;1;3;4;3;4;6;4;6;5;6;5;5;5;4;5;4;6;5;5;3;4;5;6;6;4;6;6;3;5;5;1;5;5;5;5;2;1;2;2;3;4;5;2;1;4;2;7;2;7;2;7;3;6;2;4;3;2;5;3;1;1;1;3;3;5;3;3;3;5;3;4;4;4;4;4;4;4;3;2;4;1;3;2;2;6;2;1;1;1;2;2;6;2;1;1;2;2;2;1;4;3;5;6;6;6;4;6;4;3;5;3;5;1;2;5;4;3;1;2;3;3;2;4;5;1;5;5;1;4;5;5;1;3;4;5;3;4;2;3;2;5;5;2;4;1;4;1;3;5;4;1;1;2;2;1;1;2;1;2;1;1;2;2;2;2;2;1;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;1;2;1;2;1;1;1;2;1;2;2;2;2;2;1;2;1;2;2;2;1;2;1;2;1;2;1;2;4;4;6;5;6;6;6;3;4;2;2;6;6;2;5;7;5;1;4;5;6;1;4;4;5;6;19;122;49;66;80;67;72;53;121;95;115;436;78;79;138;131;62;92;71;84;46;275;56;57;123;2587;1;26;26;0;0;0;2;2
408; ; ;as1_122012;interview; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;64;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;97;0;3;3;100;100;208;11;220
409; ; ;as1_122012;interview;5;1;6;5;4;4;4;6;4;1;2;1;4;1;5;6;4;1;4;1;1;1;2;4;3;1;4;1;4;3;4;4;7;1;2;7;5;1;4;1;4;4;2;4;6;2;4;5;4;5;2;5;6;5;4;5;6;4;6;6;5;4;6;6;5;2;5;4;5;5;5;6;5;4;2;2;3;5;4;5;4;4;1;4;1;1;2;7;4;1;6;4;6;2;1;2;7;4;7;4;4;4;2;5;3;1;6;1;3;4;3;1;4;3;5;5;6;6;5;6;5;4;5;6;3;2;4;2;4;4;4;2;1;1;1;6;6;6;2;6;1;2;5;3;1;6;5;5;4;4;5;4;6;2;3;5;1;4;1;3;4;3;1;2;2;4;4;1;5;5;2;4;5;4;1;5;2;3;3;4;3;3;2;4;3;2;1;5;3;2;1;3;1;1;3;1;3;1;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;2;1;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;2;1;1;1;2;1;2;1;2;4;2;5;3;6;6;6;4;5;3;4;2;5;1;2;5;4;4;6;2;4;1;5;6;6;3;43;157;55;79;91;89;82;74;169;102;144;447;90;204;138;125;339;96;106;118;44;380;65;136;44;2946;1;26;26;0;0;0;1;1
410; ; ;as1_122012;interview;6;1;7;6;2;7;2;7;2;1;4;2;6;1;7;2;5;2;5;3;1;2;6;4;6;1;5;1;2;1;5;7;2;1;3;2;5;2;6;2;3;4;2;2;2;1;2;2;4;6;4;6;4;4;4;6;4;2;6;6;4;4;6;6;4;4;4;6;5;6;6;7;6;6;6;6;2;5;2;6;3;6;4;4;6;4;2;4;2;2;1;6;5;6;2;5;1;5;6;5;2;6;1;5;5;1;1;3;2;2;4;5;2;2;5;5;4;5;5;5;5;7;6;6;4;4;2;5;5;6;6;2;2;5;1;6;6;7;6;6;1;1;6;6;1;1;6;6;6;5;7;7;7;5;1;4;2;5;1;3;3;4;2;4;2;2;4;1;5;1;3;4;5;3;2;5;5;2;2;5;4;4;2;2;4;3;2;4;2;5;1;5;1;2;1;4;3;1;2;2;1;1;1;1;1;2;1;2;2;1;1;1;2;2;1;2;1;2;1;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;1;2;1;2;2;1;2;2;2;1;2;1;2;1;1;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;6;1;7;7;6;2;6;2;7;5;2;1;6;6;5;2;5;5;6;6;7;6;6;5;8;91;12;48;93;96;106;71;144;85;105;494;91;165;168;124;76;123;100;125;54;265;73;47;42;2806;1;26;26;0;0;0;3;3
414; ; ;as1_122012;interview;1;1;7;7;1;1;1;7;1;1;1;1;7;1;1;7;7;4;1;7;1;1;1;1;1;1;1;1;7;4;5;7;7;1;1;1;7;1;7;1;5;1;1;7;7;1;7;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;5;3;7;3;1;1;5;1;1;1;7;1;1;5;7;7;7;5;1;7;7;7;3;1;1;7;1;1;3;1;5;1;6;4;1;1;1;1;1;1;1;1;1;1;5;1;4;5;5;5;7;7;1;3;5;1;1;7;1;5;1;1;1;1;7;7;1;7;7;7;7;7;7;7;3;1;7;1;7;7;7;1;5;1;5;1;5;1;1;1;3;1;2;1;1;1;1;5;1;3;1;5;5;1;5;3;5;1;5;4;5;2;2;2;1;4;5;1;1;1;5;1;3;5;1;3;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;2;1;4;5;7;1;4;3;7;2;7;2;1;7;5;3;7;7;7;1;1;5;7;1;7;7;7;7;4;4;6;71;73;52;52;44;83;48;65;200;37;64;79;69;49;65;60;65;30;198;51;27;68;1564;1;26;26;0;0;0;47;47
415; ; ;as1_122012;interview;6;6;7;6;4;7;4;7;3;1;3;2;4;1;2;4;6;1;2;5;6;2;6;6;4;1;5;2;1;7;2;4;4;7;1;7;5;2;4;3;2;5;4;1;1;1;1;5;3;6;1;6;6;6;5;6;6;4;4;6;6;6;6;6;5;5;5;6;5;7;5;6;4;4;6;5;1;4;5;5;5;1;1;1;2;2;1;1;1;1;6;2;7;4;6;4;7;2;7;1;5;2;2;5;3;2;1;3;1;1;1;1;1;1;5;5;5;5;5;5;5;4;4;6;3;5;1;3;1;1;2;1;1;1;2;5;3;5;4;1;1;1;1;1;-9;2;6;6;7;7;7;7;7;4;2;5;3;4;1;3;4;5;3;3;3;1;3;1;4;2;2;4;5;2;2;5;5;4;3;5;5;3;4;4;4;3;4;5;3;4;2;4;1;5;5;4;5;1;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;2;1;2;2;1;1;7;-9;3;2;7;2;7;3;4;1;1;7;2;2;4;5;3;1;3;6;7;1;7;7;7;4;25;95;10;79;66;56;69;49;78;45;72;305;49;85;72;75;50;61;57;71;31;217;46;35;31;1829;1;26;26;1;1;1;18;19
418; ; ;as1_122012;interview;6;2;6;5;4;6;3;5;3;1;4;4;5;1;5;6;6;4;5;5;1;1;1;4;1;4;3;1;4;2;4;5;7;1;3;7;3;1;1;1;4;5;3;5;5;3;4;4;2;5;4;5;5;4;4;5;6;5;7;6;6;4;7;7;6;5;5;6;5;7;6;7;5;7;5;4;3;5;4;4;5;4;2;4;3;1;3;6;4;1;4;5;7;4;7;3;7;4;6;3;4;3;2;5;4;1;2;1;2;1;3;4;1;1;5;5;4;4;5;4;4;4;4;5;2;1;4;2;3;4;4;3;1;3;1;7;6;7;3;2;1;5;1;4;1;5;5;7;6;6;5;7;7;4;4;5;3;4;2;3;5;4;3;4;3;2;3;2;4;4;2;5;5;2;4;5;4;4;2;5;5;3;2;4;3;3;5;4;3;5;1;5;2;3;3;4;3;1;2;2;1;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;1;2;2;2;2;1;1;2;2;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;1;2;1;2;1;2;1;2;6;5;5;5;7;2;5;5;3;4;6;5;7;2;5;7;4;7;4;5;4;1;7;6;6;4;56;85;33;34;64;64;77;49;98;45;71;319;49;66;89;75;55;65;67;83;39;196;46;36;34;1895;1;26;26;0;0;0;13;14
419; ; ;as1_122012;interview; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;0;3;3;0;0;0;236;236
424; ; ;as1_122012;interview;7;2;7;5;3;7;1;7;1;1;1;1;7;1;1;7;7;1;5;1;1;1;5;6;1;1;1;1;1;1;1;1;6;1;7;7;2;1;1;1;3;7;1;3;2;1;2;1;4;4;4;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;5;6;7;6;6;7;4;4;3;4;7;7;7;7;1;1;1;1;1;1;7;1;1;2;1;4;1;7;1;1;1;5;1;2;1;1;6;4;1;7;-9;1;1;1;1;4;1;1;2;4;5;2;2;5;4;2;1;1;3;1;1;2;2;3;1;1;1;1;1;5;5;2;1;1;2;1;2;1;4;4;4;4;3;7;7;-9;1;5;2;1;1;1;1;5;1;1;1;2;1;5;3;4;1;1;5;5;1;1;5;1;5;1;5;2;2;1;4;3;3;1;2;4;1;1;4;1;5;1;1;3;1;2;2;1;2;1;2;1;2;1;2;2;2;1;1;1;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;1;2;1;2;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;5;5;1;6;6;5;1;6;4;1;1;3;1;7;1;3;1;5;1;6;1;1;1;6;6;6;25;6;21;75;60;83;73;104;63;100;354;50;88;2653;158;276;102;85;107;43;310;46;56;167;2253;1;26;26;1;1;1;15;17
425; ; ;as1_122012;interview;4;4;7;5;2;5;1;7;4;1;1;1;6;1;2;1;1;1;1;1;3;1;5;4;5;1;1;1;1;2;1;7;4;7;1;7;6;1;7;7;1;2;7;4;5;1;1;5;4;3;3;5;6;4;6;5;6;4;5;5;5;5;5;5;5;5;4;5;6;7;7;7;5;2;5;7;1;5;6;6;6;1;1;4;1;1;1;7;4;1;7;2;7;1;1;1;7;1;6;1;4;1;2;5;3;1;6;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;6;2;5;1;1;1;1;5;1;1;6;7;7;7;7;7;7;7;4;1;5;3;3;4;2;4;5;4;4;4;4;4;2;5;5;1;2;5;1;5;1;5;1;5;5;5;3;4;4;5;1;5;5;2;5;1;5;1;2;2;5;1;1;2;2;1;2;2;1;2;1;1;2;2;1;1;2;2;2;2;1;1;2;2;1;2;1;1;2;1;1;1;2;1;2;2;1;2;1;2;2;2;1;2;2;1;1;1;2;2;2;1;1;2;1;1;2;1;1;1;2;2;2;1;2;1;2;1;1;1;2;1;2;2;1;2;1;2;1;2;1;1;1;1;7;1;7;3;6;6;3;1;1;6;2;7;5;3;7;7;7;7;7;-9;6;7;7;7;7;9;119;49;47;103;83;67;82;239;160;131;473;131;99;101;170;74;104;87;88;57;240;92;49;68;2922;1;26;26;1;0;1;1;2
426; ; ;as1_122012;interview;1;3;6;4;4;4;2;6;4;1;2;1;5;1;4;1;5;4;3;5;3;5;6;4;6;4;2;2;2;5;2;7;5;2;4;7;6;4;7;2;2;6;4;3;5;2;6;6;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;6;3;3;3;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;4;5;5;4;5;4;4;4;4;5;5;7;6;7;5;6;3;6;4;4;7;5;1;1;2;6;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;5;1;4;1;1;3;4;2;2;2;1;4;3;4;4;2;3;5;1;5;1;5;2;1;5;5;3;4;3;4;2;4;4;3;4;2;5;1;3;5;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;115;48;66;110;65;70;43;111;75;101;503; ; ; ; ; ; ; ; ; ; ; ; ; ;1322;0;13;13;0;0;0;2;2
434; ; ;as1_122012;interview; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;4;3;5;7;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6;1;4;5;6;5;4;-9;-9;-9;-9;5;5;6;1;5;1;1;4;3;7;1;2;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;4;1;3;1;1;5;5;3;3;1;1;4;3;4;5;1;5;5;5;2;5;4;1;5;1;5;5;1;1;5;1;5;3;1;5;1;5;1;3;1;5;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;15;24;69;116;112;94;102;93;84;126; ; ; ; ; ; ; ; ; ; ; ; ; ; ;839;0;12;12;5;5;10;22;32
435; ; ;as1_122012;interview;5;3;7;4;5;6;2;6;5;1;6;1;4;1;3;4;2;1;3;1;5;1;5;6;3;1;1;1;1;2;1;6;7;1;3;5;3;1;4;3;1;4;4;5;3;1;1;1;4;3;1;5;7;5;7;5;7;7;7;5;7;6;6;5;7;4;6;4;7;6;7;7;4;6;2;2;3;3;3;4;6;2;1;1;1;1;1;5;1;1;4;6;6;3;1;3;6;5;4;5;1;1;2;6;3;1;6;1;2;1;1;3;3;1;3;3;3;5;4;4;4;2;3;2;1;4;1;2;3;2;1;1;1;1;1;4;2;7;4;3;1;5;1;1;1;4;3;6;5;7;5;6;5;2;3;4;1;4;1;1;3;4;1;1;1;1;1;1;5;1;1;2;5;1;1;3;3;1;1;5;4;2;3;4;4;2;4;4;2;3;1;5;2;2;4;1;1;1;2;1;1;2;2;1;2;1;2;2;1;2;2;2;1;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;2;2;1;2;1;2;1;2;1;2;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;4;3;6;5;4;6;7;3;3;2;6;7;5;3;5;6;3;-9;7;3;4;1;4;5;6;6;12;57;25;49;92;72;78;61;107;76;96;317;66;90;102;113;60;105;101;108;54;226;59;70;62;2258;1;26;26;1;0;1;2;2
436; ; ;as1_122012;interview;6;5;6;4;4;5;2;6;5;1;1;1;7;1;4;3;4;1;3;4;1;1;5;4;2;1;1;1;1;3;1;7;3;1;1;7;3;1;7;2;1;7;1;1;1;1;1;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;6;2;4;6;3;4;2;4;3;3;1;1;1;1;1;1;1;1;1;7;1;7;1;7;1;7;3;7;2;6;2;1;5;2;1;1;1;2;2;2;1;2;5;4;4;5;4;4;4;5;1;2;1;1;1;1;1;3;1;1;1;1;1;1;2;1;7;1;1;1;1;1;2;1;3;5;7;4;7;7;7;7;4;2;4;4;4;2;4;4;4;4;3;2;2;3;3;3;3;2;4;5;4;2;4;3;4;2;5;4;3;3;2;4;2;4;5;3;4;3;3;1;3;4;4;4;1;2;2;1;1;1;1;2;1;2;2;2;1;1;1;2;2;2;1;2;2;2;1;2;1;2;1;2;2;2;1;1;2;2;2;1;2;1;2;1;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;1;2;2;2;2;2;1;2;1;2;2;2;1;1;2;2;1;2;2;2;5;3;3;2;6;6;6;5;5;5;3;5;6;2;4;5;3;2;5;6;3;3;6;5;6;5;9;276;103;145;130;51;50;36;80;41;50;238;71;61;93;65;74;220;101;96;68;148;53;40;40;2038;1;26;26;0;0;0;14;14
